DATE,STORE_ID,PRODUCT_ID,CATEGORY,SALES_UNITS,SALES_VALUE,PROMOTIONAL_DISCOUNT,WEATHER_IMPACT
2033-09-22,STORE-21,PROD-12,Grocery,21.0,360.66,0,Rain
2033-09-23,STORE-46,PROD-27,Grocery,,402.03,10,None
2033-09-24,STORE-19,PROD-190,Furniture,24.0,179.59,10,Snow
2033-09-25,STORE-19,PROD-14,Furniture,33.0,94.58,10,None
2033-09-26,STORE-37,PROD-138,Furniture,18.0,11.29,15,None
2033-09-27,STORE-18,PROD-46,Clothing,28.0,230.94,0,Extreme Heat
2033-09-28,STORE-33,PROD-41,Furniture,32.0,182.69,20,Extreme Heat
2033-09-29,STORE-44,PROD-8,Clothing,12.0,281.91,20,Rain
2033-09-30,STORE-7,PROD-125,Grocery,48.0,102.14,0,Extreme Heat
2033-10-01,STORE-9,PROD-132,Furniture,42.0,431.24,0,None
2033-10-02,STORE-49,PROD-30,Furniture,27.0,136.3,10,None
2033-10-03,STORE-27,PROD-19,Electronics,10.0,120.95,20,Extreme Heat
2033-10-04,STORE-4,PROD-61,Clothing,46.0,245.55,0,Extreme Heat
2033-10-05,STORE-18,PROD-185,Grocery,42.0,254.44,20,Extreme Heat
2033-10-06,STORE-42,PROD-114,Electronics,32.0,115.39,0,None
2033-10-07,STORE-9,PROD-152,Electronics,42.0,143.21,5,Snow
2033-10-08,STORE-45,PROD-149,Grocery,26.0,93.16,10,Snow
2033-10-09,STORE-9,PROD-84,Electronics,25.0,362.05,0,Extreme Heat
2033-10-10,STORE-16,PROD-108,Clothing,11.0,387.34,15,Rain
2033-10-11,STORE-10,PROD-51,Clothing,23.0,236.54,0,Rain
2033-10-12,STORE-46,PROD-192,Furniture,34.0,359.9,5,Snow
2033-10-13,STORE-21,PROD-174,Electronics,40.0,370.61,15,Extreme Heat
2033-10-14,STORE-16,PROD-84,Furniture,23.0,77.76,15,None
2033-10-15,STORE-49,PROD-59,Electronics,29.0,483.43,0,Rain
2033-10-16,STORE-44,PROD-200,Clothing,31.0,412.31,5,Rain
2033-10-17,STORE-26,PROD-29,Clothing,7.0,110.2,15,None
2033-10-18,STORE-32,PROD-84,Clothing,40.0,101.22,10,None
2033-10-19,STORE-10,PROD-59,Electronics,33.0,71.57,10,Extreme Heat
2033-10-20,STORE-37,PROD-26,Clothing,21.0,77.81,20,None
2033-10-21,STORE-41,PROD-61,Electronics,2.0,376.6,20,None
2033-10-22,STORE-18,PROD-189,Furniture,18.0,240.13,5,None
2033-10-23,STORE-41,PROD-106,Electronics,47.0,393.64,15,Snow
2033-10-24,STORE-27,PROD-52,Furniture,33.0,375.66,10,None
2033-10-25,STORE-25,PROD-97,Electronics,37.0,306.26,10,Rain
2033-10-26,STORE-29,PROD-57,Furniture,34.0,346.32,5,Extreme Heat
2033-10-27,STORE-5,PROD-19,Clothing,20.0,18.99,15,Extreme Heat
2033-10-28,STORE-41,PROD-121,Furniture,35.0,162.77,5,Extreme Heat
2033-10-29,STORE-50,PROD-150,Clothing,18.0,322.53,0,Snow
2033-10-30,STORE-6,PROD-125,Clothing,46.0,14.58,10,Rain
2033-10-31,STORE-26,PROD-14,Furniture,24.0,26.16,5,None
2033-11-01,STORE-33,PROD-112,Electronics,8.0,427.43,5,Rain
2033-11-02,STORE-48,PROD-38,Electronics,30.0,345.17,0,Extreme Heat
2033-11-03,STORE-18,PROD-56,Grocery,44.0,140.03,20,None
2033-11-04,STORE-45,PROD-157,Electronics,10.0,347.1,10,Extreme Heat
2033-11-05,STORE-24,PROD-117,Grocery,23.0,398.3,5,Extreme Heat
2033-11-06,STORE-30,PROD-46,Electronics,49.0,160.33,10,Extreme Heat
2033-11-07,STORE-32,PROD-100,Electronics,11.0,27.66,20,Rain
2033-11-08,STORE-21,PROD-96,Clothing,2.0,467.06,5,Rain
2033-11-09,STORE-38,PROD-35,Grocery,26.0,179.14,0,Extreme Heat
2033-11-10,STORE-1,PROD-118,Electronics,36.0,62.18,10,Extreme Heat
2033-11-11,STORE-50,PROD-185,Grocery,33.0,251.01,0,None
2033-11-12,STORE-47,PROD-50,Clothing,47.0,386.55,20,Extreme Heat
2033-11-13,STORE-6,PROD-162,Clothing,13.0,118.61,20,Extreme Heat
2033-11-14,STORE-47,PROD-92,Grocery,40.0,142.05,10,Extreme Heat
2033-11-15,STORE-30,PROD-70,Clothing,25.0,128.93,20,Extreme Heat
2033-11-16,STORE-41,PROD-52,Furniture,4.0,495.92,15,Rain
2033-11-17,STORE-43,PROD-86,Furniture,42.0,106.73,10,Extreme Heat
2033-11-18,STORE-45,PROD-33,Clothing,19.0,292.0,15,Snow
2033-11-19,STORE-23,PROD-9,Furniture,18.0,463.38,20,Extreme Heat
2033-11-20,STORE-5,PROD-178,Electronics,37.0,163.96,10,Rain
2033-11-21,STORE-35,PROD-146,Grocery,30.0,485.72,15,Snow
2033-11-22,STORE-26,PROD-16,Electronics,19.0,474.26,20,Snow
2033-11-23,STORE-14,PROD-72,Grocery,23.0,443.44,5,Extreme Heat
2033-11-24,STORE-28,PROD-35,Clothing,16.0,230.26,5,Extreme Heat
2033-11-25,STORE-14,PROD-29,Electronics,1.0,320.69,0,Rain
2033-11-26,STORE-32,PROD-120,Clothing,12.0,382.84,5,Snow
2033-11-27,STORE-18,PROD-118,Clothing,24.0,493.15,15,Snow
2033-11-28,STORE-21,PROD-108,Grocery,34.0,98.41,5,Rain
2033-11-29,STORE-19,PROD-44,Grocery,8.0,385.35,10,Extreme Heat
2033-11-30,STORE-22,PROD-195,Grocery,18.0,176.01,10,None
2033-12-01,STORE-36,PROD-88,Electronics,48.0,96.06,10,None
2033-12-02,STORE-37,PROD-57,Furniture,5.0,216.47,5,Snow
2033-12-03,STORE-9,PROD-76,Grocery,26.0,398.98,5,Snow
2033-12-04,STORE-37,PROD-155,Grocery,30.0,237.78,0,Extreme Heat
2033-12-05,STORE-32,PROD-41,Electronics,13.0,273.39,20,None
2033-12-06,STORE-22,PROD-164,Grocery,19.0,497.63,0,Snow
2033-12-07,STORE-44,PROD-157,Electronics,29.0,205.56,15,Extreme Heat
2033-12-08,STORE-49,PROD-44,Clothing,3.0,311.55,10,None
2033-12-09,STORE-4,PROD-148,Grocery,26.0,188.97,5,Rain
2033-12-10,STORE-3,PROD-142,Grocery,40.0,202.46,20,Snow
2033-12-11,STORE-7,PROD-59,Clothing,12.0,350.86,20,Rain
2033-12-12,STORE-41,PROD-23,Clothing,2.0,469.56,5,None
2033-12-13,STORE-30,PROD-106,Clothing,11.0,275.76,0,Extreme Heat
2033-12-14,STORE-2,PROD-134,Grocery,44.0,386.52,20,Extreme Heat
2033-12-15,STORE-8,PROD-126,Furniture,28.0,53.71,0,None
2033-12-16,STORE-11,PROD-56,Furniture,18.0,113.47,5,Rain
2033-12-17,STORE-29,PROD-152,Furniture,13.0,256.04,0,Extreme Heat
2033-12-18,STORE-30,PROD-122,Grocery,37.0,19.81,10,Snow
2033-12-19,STORE-1,PROD-119,Clothing,22.0,133.9,5,Rain
2033-12-20,STORE-28,PROD-72,Grocery,12.0,263.53,5,Rain
2033-12-21,STORE-13,PROD-4,Clothing,2.0,17.33,20,Snow
2033-12-22,STORE-45,PROD-187,Grocery,37.0,139.63,20,None
2033-12-23,STORE-9,PROD-110,Grocery,7.0,261.88,20,Extreme Heat
2033-12-24,STORE-42,PROD-189,Clothing,26.0,290.84,10,Rain
2033-12-25,STORE-20,PROD-64,Furniture,26.0,463.62,10,Extreme Heat
2033-12-26,STORE-11,PROD-64,Clothing,24.0,326.22,15,Extreme Heat
2033-12-27,STORE-18,PROD-84,Electronics,12.0,213.22,5,Rain
2033-12-28,STORE-6,PROD-112,Electronics,16.0,465.87,20,None
2033-12-29,STORE-42,PROD-149,Clothing,23.0,394.59,5,Rain
2033-12-30,STORE-24,PROD-57,Grocery,40.0,108.0,0,None
2033-12-31,STORE-17,PROD-152,Electronics,9.0,,10,Snow
2034-01-01,STORE-6,PROD-39,Electronics,32.0,341.15,15,None
2034-01-02,STORE-24,PROD-147,Grocery,15.0,284.34,0,None
2034-01-03,STORE-43,PROD-2,Grocery,37.0,396.94,5,Rain
2034-01-04,STORE-42,PROD-107,Furniture,13.0,372.01,10,Extreme Heat
2034-01-05,STORE-11,PROD-12,Grocery,5.0,316.35,20,Extreme Heat
2034-01-06,STORE-4,PROD-11,Clothing,11.0,493.33,0,None
2034-01-07,STORE-26,PROD-121,Clothing,10.0,271.46,10,None
2034-01-08,STORE-41,PROD-188,Furniture,13.0,65.42,5,Rain
2034-01-09,STORE-20,PROD-197,Electronics,41.0,415.85,5,None
2034-01-10,STORE-47,PROD-130,Electronics,23.0,133.41,0,Rain
2034-01-11,STORE-45,PROD-9,Grocery,15.0,390.88,0,Snow
2034-01-12,STORE-49,PROD-109,Clothing,42.0,478.98,0,None
2034-01-13,STORE-15,PROD-136,Electronics,7.0,351.43,15,Snow
2034-01-14,STORE-28,PROD-101,Furniture,40.0,302.05,20,None
2034-01-15,STORE-42,PROD-123,Furniture,28.0,235.59,10,None
2034-01-16,STORE-6,PROD-179,Clothing,32.0,188.56,5,Snow
2034-01-17,STORE-46,PROD-26,Furniture,35.0,182.97,5,Snow
2034-01-18,STORE-7,PROD-116,Furniture,15.0,321.82,20,Rain
2034-01-19,STORE-1,PROD-127,Clothing,48.0,378.12,0,Rain
2034-01-20,STORE-14,PROD-62,Grocery,36.0,342.47,0,Snow
2034-01-21,STORE-31,PROD-22,Grocery,21.0,107.22,5,None
2034-01-22,STORE-5,PROD-143,Furniture,6.0,252.05,20,Rain
2034-01-23,STORE-9,PROD-193,Grocery,1.0,397.9,5,None
2034-01-24,STORE-38,PROD-4,Grocery,4.0,243.09,0,Extreme Heat
2034-01-25,STORE-15,PROD-178,Furniture,11.0,272.95,10,Rain
2034-01-26,STORE-34,PROD-188,Grocery,44.0,387.86,0,Rain
2034-01-27,STORE-44,PROD-105,Furniture,26.0,334.02,10,Rain
2034-01-28,STORE-29,PROD-56,Electronics,37.0,210.58,15,Extreme Heat
2034-01-29,STORE-1,PROD-34,Clothing,23.0,448.75,20,Snow
2034-01-30,STORE-1,PROD-92,Clothing,29.0,89.66,15,None
2034-01-31,STORE-45,PROD-76,Grocery,,497.8,0,Extreme Heat
2034-02-01,STORE-22,PROD-62,Grocery,48.0,68.24,20,Snow
2034-02-02,STORE-8,PROD-166,Grocery,45.0,17.33,0,Rain
2034-02-03,STORE-28,PROD-24,Clothing,45.0,446.11,20,Snow
2034-02-04,STORE-45,PROD-5,Electronics,49.0,130.03,20,Snow
2034-02-05,STORE-9,PROD-123,Electronics,27.0,367.55,0,Snow
2034-02-06,STORE-31,PROD-172,Clothing,39.0,407.4,0,None
2034-02-07,STORE-5,PROD-79,Electronics,40.0,430.9,20,Snow
2034-02-08,STORE-15,PROD-42,Clothing,13.0,495.88,20,Snow
2034-02-09,STORE-25,PROD-181,Electronics,23.0,154.08,0,Snow
2034-02-10,STORE-6,PROD-118,Furniture,16.0,358.02,0,Snow
2034-02-11,STORE-47,PROD-147,Furniture,30.0,66.55,5,Extreme Heat
2034-02-12,STORE-7,PROD-192,Clothing,4.0,209.34,5,Extreme Heat
2034-02-13,STORE-7,PROD-150,Electronics,40.0,425.51,5,Snow
2034-02-14,STORE-21,PROD-7,Grocery,16.0,190.15,15,Snow
2034-02-15,STORE-24,PROD-117,Electronics,31.0,299.64,20,Snow
2034-02-16,STORE-20,PROD-119,Furniture,42.0,256.85,10,Rain
2034-02-17,STORE-9,PROD-198,Furniture,25.0,326.52,15,Snow
2034-02-18,STORE-25,PROD-36,Electronics,44.0,,20,Snow
2034-02-19,STORE-50,PROD-181,Electronics,12.0,37.31,10,Extreme Heat
2034-02-20,STORE-49,PROD-104,Grocery,26.0,291.24,5,Extreme Heat
2034-02-21,STORE-9,PROD-48,Grocery,37.0,432.88,10,Extreme Heat
2034-02-22,STORE-42,PROD-95,Electronics,48.0,245.88,0,None
2034-02-23,STORE-44,PROD-161,Electronics,33.0,48.48,0,Rain
2034-02-24,STORE-10,PROD-119,Electronics,28.0,284.66,20,Snow
2034-02-25,STORE-5,PROD-181,Electronics,9.0,172.72,15,Extreme Heat
2034-02-26,STORE-34,PROD-163,Clothing,12.0,85.92,5,None
2034-02-27,STORE-37,PROD-1,Electronics,5.0,426.03,20,Snow
2034-02-28,STORE-1,PROD-161,Grocery,28.0,265.58,5,Snow
2034-03-01,STORE-40,PROD-19,Furniture,35.0,467.31,0,Extreme Heat
2034-03-02,STORE-42,PROD-99,Clothing,5.0,404.95,15,Snow
2034-03-03,STORE-11,PROD-177,Electronics,34.0,349.56,15,Snow
2034-03-04,STORE-29,PROD-86,Furniture,46.0,12.46,0,Snow
2034-03-05,STORE-23,PROD-136,Clothing,34.0,219.63,10,Extreme Heat
2034-03-06,STORE-47,PROD-9,Furniture,13.0,106.77,15,None
2034-03-07,STORE-14,PROD-76,Electronics,39.0,456.29,10,Snow
2034-03-08,STORE-41,PROD-110,Electronics,42.0,95.55,5,None
2034-03-09,STORE-48,PROD-193,Grocery,45.0,150.17,15,Snow
2034-03-10,STORE-10,PROD-70,Electronics,48.0,263.25,0,Extreme Heat
2034-03-11,STORE-27,PROD-179,Electronics,14.0,139.05,10,None
2034-03-12,STORE-40,PROD-157,Clothing,11.0,112.83,5,Extreme Heat
2034-03-13,STORE-44,PROD-139,Grocery,42.0,303.56,5,Rain
2034-03-14,STORE-29,PROD-148,Clothing,38.0,53.58,15,Snow
2034-03-15,STORE-14,PROD-54,Furniture,4.0,38.5,15,Rain
2034-03-16,STORE-6,PROD-176,Electronics,33.0,192.4,20,Rain
2034-03-17,STORE-7,PROD-21,Furniture,7.0,363.13,20,Rain
2034-03-18,STORE-9,PROD-159,Clothing,41.0,281.86,15,Snow
2034-03-19,STORE-49,PROD-86,Electronics,8.0,217.21,20,Extreme Heat
2034-03-20,STORE-8,PROD-189,Electronics,37.0,287.22,0,Rain
2034-03-21,STORE-38,PROD-15,Clothing,10.0,189.07,0,None
2034-03-22,STORE-47,PROD-132,Clothing,43.0,937.42,20,Snow
2034-03-23,STORE-25,PROD-173,Clothing,15.0,36.9,15,Extreme Heat
2034-03-24,STORE-23,PROD-94,Clothing,38.0,339.96,0,Extreme Heat
2034-03-25,STORE-28,PROD-14,Clothing,15.0,446.73,5,Rain
2034-03-26,STORE-21,PROD-29,Electronics,5.0,403.9,15,Snow
2034-03-27,STORE-9,PROD-99,Clothing,29.0,100.18,10,Rain
2034-03-28,STORE-16,PROD-94,Electronics,19.0,155.0,10,None
2034-03-29,STORE-18,PROD-120,Electronics,10.0,361.35,15,Extreme Heat
2034-03-30,STORE-42,PROD-159,Clothing,12.0,51.29,20,Extreme Heat
2034-03-31,STORE-6,PROD-11,Clothing,4.0,407.81,0,Snow
2034-04-01,STORE-16,PROD-94,Grocery,31.0,362.26,0,Extreme Heat
2034-04-02,STORE-36,PROD-94,Electronics,18.0,367.51,15,Snow
2034-04-03,STORE-39,PROD-45,Clothing,16.0,59.12,5,Rain
2034-04-04,STORE-39,PROD-166,Clothing,40.0,361.7,20,None
2034-04-05,STORE-47,PROD-144,Clothing,36.0,343.11,5,Snow
2034-04-06,STORE-39,PROD-181,Grocery,25.0,417.15,15,Rain
2034-04-07,STORE-19,PROD-18,Grocery,23.0,30.38,15,None
2034-04-08,STORE-50,PROD-144,Furniture,12.0,21.32,5,Extreme Heat
2034-04-09,STORE-45,PROD-182,Electronics,34.0,192.77,10,None
2034-04-10,STORE-2,PROD-199,Furniture,36.0,82.91,15,None
2034-04-11,STORE-43,PROD-53,Clothing,37.0,283.61,20,None
2034-04-12,STORE-20,PROD-36,Grocery,3.0,459.5,5,Extreme Heat
2034-04-13,STORE-14,PROD-86,Grocery,9.0,201.83,10,Snow
2034-04-14,STORE-34,PROD-62,Furniture,18.0,424.03,5,Snow
2034-04-15,STORE-39,PROD-139,Grocery,43.0,10.12,10,None
2034-04-16,STORE-33,PROD-30,Clothing,35.0,92.57,10,Rain
2034-04-17,STORE-13,PROD-167,Grocery,34.0,24.91,20,Rain
2034-04-18,STORE-48,PROD-123,Furniture,41.0,170.79,15,None
2034-04-19,STORE-26,PROD-189,Clothing,14.0,455.01,10,None
2034-04-20,STORE-19,PROD-193,Furniture,4.0,57.51,15,Rain
2034-04-21,STORE-42,PROD-149,Grocery,29.0,307.14,20,None
2034-04-22,STORE-4,PROD-180,Furniture,41.0,231.23,15,None
2034-04-23,STORE-16,PROD-54,Furniture,45.0,469.85,0,Snow
2034-04-24,STORE-32,PROD-193,Electronics,15.0,70.03,10,Snow
2034-04-25,STORE-25,PROD-191,Grocery,28.0,113.89,20,None
2034-04-26,STORE-8,PROD-195,Grocery,42.0,24.48,5,None
2034-04-27,STORE-16,PROD-58,Furniture,16.0,222.63,20,Extreme Heat
2034-04-28,STORE-32,PROD-83,Electronics,12.0,146.14,10,Snow
2034-04-29,STORE-41,PROD-91,Grocery,5.0,436.25,20,None
2034-04-30,STORE-39,PROD-69,Clothing,34.0,306.42,5,Extreme Heat
2034-05-01,STORE-5,PROD-129,Furniture,42.0,310.9,0,Extreme Heat
2034-05-02,STORE-34,PROD-175,Grocery,1.0,270.64,10,Extreme Heat
2034-05-03,STORE-1,PROD-109,Clothing,39.0,55.01,10,Extreme Heat
2034-05-04,STORE-24,PROD-71,Grocery,32.0,228.06,20,Snow
2034-05-05,STORE-21,PROD-14,Clothing,26.0,499.76,15,Extreme Heat
2034-05-06,STORE-9,PROD-17,Furniture,17.0,419.26,15,Snow
2034-05-07,STORE-25,PROD-96,Grocery,48.0,447.79,5,Extreme Heat
2034-05-08,STORE-37,PROD-89,Grocery,27.0,413.38,0,Extreme Heat
2034-05-09,STORE-27,PROD-116,Electronics,24.0,60.49,0,Rain
2034-05-10,STORE-24,PROD-125,Furniture,17.5,121.45,20,Snow
2034-05-11,STORE-35,PROD-129,Clothing,46.0,11.53,20,Rain
2034-05-12,STORE-44,PROD-135,Grocery,42.0,158.72,15,Rain
2034-05-13,STORE-12,PROD-32,Grocery,39.0,63.22,0,Extreme Heat
2034-05-14,STORE-49,PROD-121,Clothing,26.0,241.67,0,Snow
2034-05-15,STORE-31,PROD-182,Furniture,49.0,341.79,0,None
2034-05-16,STORE-50,PROD-137,Electronics,38.0,438.51,5,Extreme Heat
2034-05-17,STORE-5,PROD-174,Electronics,23.0,377.12,5,Snow
2034-05-18,STORE-2,PROD-137,Grocery,22.0,469.91,20,Rain
2034-05-19,STORE-38,PROD-75,Clothing,4.0,36.41,15,Snow
2034-05-20,STORE-5,PROD-116,Grocery,49.0,15.97,10,Extreme Heat
2034-05-21,STORE-1,PROD-159,Clothing,9.0,334.06,15,Snow
2034-05-22,STORE-17,PROD-95,Electronics,4.0,151.78,5,Rain
2034-05-23,STORE-14,PROD-173,Furniture,7.0,134.22,5,Snow
2034-05-24,STORE-3,PROD-178,Clothing,23.0,172.13,20,Snow
2034-05-25,STORE-4,PROD-17,Electronics,2.0,142.2,10,Rain
2034-05-26,STORE-26,PROD-49,Grocery,49.0,260.6,0,Extreme Heat
2034-05-27,STORE-33,PROD-118,Clothing,24.0,225.67,10,None
2034-05-28,STORE-19,PROD-23,Furniture,40.0,261.09,10,Rain
2034-05-29,STORE-41,PROD-21,Grocery,31.0,339.63,10,Rain
2034-05-30,STORE-46,PROD-101,Grocery,47.0,199.69,20,Extreme Heat
2034-05-31,STORE-33,PROD-46,Electronics,31.0,133.14,5,Extreme Heat
2034-06-01,STORE-50,PROD-74,Clothing,47.0,91.44,0,Snow
2034-06-02,STORE-27,PROD-20,Grocery,40.0,181.24,10,Rain
2034-06-03,STORE-28,PROD-28,Furniture,48.0,373.49,0,Snow
2034-06-04,STORE-45,PROD-43,Clothing,43.0,380.79,10,Snow
2034-06-05,STORE-26,PROD-71,Furniture,34.0,336.78,5,Extreme Heat
2034-06-06,STORE-6,PROD-29,Grocery,24.0,124.67,0,Extreme Heat
2034-06-07,STORE-41,PROD-179,Furniture,49.0,298.16,15,Snow
2034-06-08,STORE-35,PROD-38,Electronics,26.0,289.64,5,Rain
2034-06-09,STORE-35,PROD-128,Furniture,16.0,247.29,0,Rain
2034-06-10,STORE-40,PROD-39,Clothing,47.0,279.49,10,Snow
2034-06-11,STORE-10,PROD-53,Furniture,13.0,250.98,10,None
2034-06-12,STORE-18,PROD-134,Furniture,15.0,287.07,5,None
2034-06-13,STORE-6,PROD-161,Electronics,27.0,360.6,5,Extreme Heat
2034-06-14,STORE-20,PROD-6,Furniture,4.0,63.72,10,Rain
2034-06-15,STORE-6,PROD-76,Furniture,16.0,377.32,0,Snow
2034-06-16,STORE-33,PROD-107,Grocery,30.0,76.58,15,Snow
2034-06-17,STORE-14,PROD-175,Grocery,44.0,42.65,20,Rain
2034-06-18,STORE-10,PROD-139,Clothing,30.0,488.28,5,Extreme Heat
2034-06-19,STORE-35,PROD-34,Grocery,36.0,478.93,10,Extreme Heat
2034-06-20,STORE-21,PROD-122,Grocery,3.0,39.61,0,None
2034-06-21,STORE-26,PROD-89,Grocery,22.0,227.19,5,Rain
2034-06-22,STORE-38,PROD-108,Grocery,49.0,101.26,0,Rain
2034-06-23,STORE-41,PROD-114,Electronics,22.0,247.82,5,Snow
2034-06-24,STORE-49,PROD-189,Grocery,49.0,416.79,10,Rain
2034-06-25,STORE-42,PROD-166,Electronics,12.0,475.8,0,None
2034-06-26,STORE-44,PROD-6,Electronics,21.0,320.78,10,Rain
2034-06-27,STORE-42,PROD-75,Grocery,4.0,183.41,0,Snow
2034-06-28,STORE-5,PROD-49,Furniture,31.0,305.63,5,None
2034-06-29,STORE-20,PROD-17,Electronics,44.0,162.88,20,Snow
2034-06-30,STORE-45,PROD-6,Furniture,31.0,455.81,20,Rain
2034-07-01,STORE-28,PROD-60,Furniture,23.0,436.5,15,Extreme Heat
2034-07-02,STORE-47,PROD-134,Grocery,20.0,283.53,15,Rain
2034-07-03,STORE-16,PROD-166,Clothing,15.0,169.15,10,Rain
2034-07-04,STORE-4,PROD-86,Grocery,23.0,153.76,0,Snow
2034-07-05,STORE-16,PROD-106,Clothing,28.0,26.37,15,Extreme Heat
2034-07-06,STORE-6,PROD-149,Clothing,16.0,409.75,5,Rain
2034-07-07,STORE-28,PROD-88,Grocery,37.0,230.69,20,None
2034-07-08,STORE-8,PROD-168,Grocery,21.0,169.32,0,None
2034-07-09,STORE-30,PROD-166,Clothing,15.0,240.84,20,Snow
2034-07-10,STORE-40,PROD-84,Grocery,17.0,411.18,0,Snow
2034-07-11,STORE-39,PROD-125,Clothing,37.0,71.06,15,Extreme Heat
2034-07-12,STORE-4,PROD-152,Furniture,13.0,430.25,15,Snow
2034-07-13,STORE-20,PROD-171,Grocery,19.0,449.78,10,Extreme Heat
2034-07-14,STORE-43,PROD-179,Furniture,30.0,473.89,0,Rain
2034-07-15,STORE-48,PROD-136,Electronics,45.0,204.77,5,None
2034-07-16,STORE-43,PROD-141,Furniture,18.0,116.4,15,None
2034-07-17,STORE-48,PROD-114,Furniture,14.0,193.08,10,None
2034-07-18,STORE-12,PROD-118,Clothing,36.0,173.13,15,Snow
2034-07-19,STORE-8,PROD-78,Furniture,36.0,96.32,20,Snow
2034-07-20,STORE-1,PROD-146,Grocery,20.0,307.56,15,Rain
2034-07-21,STORE-46,PROD-34,Clothing,19.0,243.55,0,Snow
2034-07-22,STORE-9,PROD-79,Electronics,45.0,434.19,10,Extreme Heat
2034-07-23,STORE-45,PROD-44,Grocery,44.0,25.73,0,None
2034-07-24,STORE-1,PROD-67,Electronics,7.0,325.5,5,Rain
2034-07-25,STORE-11,PROD-59,Furniture,44.0,383.84,5,Extreme Heat
2034-07-26,STORE-32,PROD-124,Grocery,4.0,382.15,15,Extreme Heat
2034-07-27,STORE-23,PROD-96,Grocery,34.0,444.18,10,Snow
2034-07-28,STORE-34,PROD-74,Electronics,2.0,367.23,10,Snow
2034-07-29,STORE-34,PROD-198,Grocery,5.0,464.63,10,None
2034-07-30,STORE-47,PROD-13,Grocery,10.0,173.0,10,Rain
2034-07-31,STORE-17,PROD-38,Grocery,32.0,256.57,15,Extreme Heat
2034-08-01,STORE-11,PROD-91,Furniture,,16.9,0,Snow
2034-08-02,STORE-24,PROD-73,Electronics,41.0,13.41,15,Snow
2034-08-03,STORE-9,PROD-117,Grocery,13.0,127.66,0,Rain
2034-08-04,STORE-48,PROD-43,Clothing,39.0,59.4,20,Rain
2034-08-05,STORE-50,PROD-159,Clothing,5.0,137.5,20,Snow
2034-08-06,STORE-18,PROD-42,Clothing,10.0,96.75,0,Snow
2034-08-07,STORE-47,PROD-183,Clothing,10.0,23.97,15,None
2034-08-08,STORE-8,PROD-138,Furniture,38.0,455.56,5,Rain
2034-08-09,STORE-50,PROD-74,Grocery,27.0,14.03,15,Extreme Heat
2034-08-10,STORE-2,PROD-47,Electronics,21.0,370.68,5,Snow
2034-08-11,STORE-22,PROD-45,Grocery,8.0,84.55,15,Snow
2034-08-12,STORE-28,PROD-182,Furniture,1.0,456.99,10,Snow
2034-08-13,STORE-18,PROD-178,Clothing,28.0,447.47,10,Snow
2034-08-14,STORE-34,PROD-171,Furniture,49.0,330.41,20,None
2034-08-15,STORE-5,PROD-40,Grocery,39.0,339.39,20,Rain
2034-08-16,STORE-17,PROD-42,Electronics,14.0,12.62,0,Snow
2034-08-17,STORE-46,PROD-61,Furniture,21.0,492.59,5,Rain
2034-08-18,STORE-37,PROD-30,Electronics,30.0,440.14,10,Extreme Heat
2034-08-19,STORE-41,PROD-11,Furniture,21.0,448.6,15,Extreme Heat
2034-08-20,STORE-5,PROD-82,Electronics,49.0,333.03,0,Extreme Heat
2034-08-21,STORE-32,PROD-148,Electronics,9.0,178.95,15,Extreme Heat
2034-08-22,STORE-30,PROD-33,Clothing,17.0,447.89,10,Rain
2034-08-23,STORE-33,PROD-113,Electronics,5.0,152.84,10,Extreme Heat
2034-08-24,STORE-24,PROD-67,Clothing,31.0,285.73,10,Extreme Heat
2034-08-25,STORE-4,PROD-95,Grocery,40.0,58.87,10,Snow
2034-08-26,STORE-32,PROD-48,Grocery,38.0,461.76,15,Snow
2034-08-27,STORE-37,PROD-53,Clothing,43.0,78.98,0,Snow
2034-08-28,STORE-11,PROD-144,Clothing,19.0,120.2,10,None
2034-08-29,STORE-24,PROD-182,Furniture,36.0,283.49,20,Snow
2034-08-30,STORE-11,PROD-9,Furniture,33.0,384.41,0,Extreme Heat
2034-08-31,STORE-17,PROD-171,Furniture,13.0,313.48,20,Rain
2034-09-01,STORE-50,PROD-82,Grocery,14.0,123.75,15,Extreme Heat
2034-09-02,STORE-7,PROD-89,Furniture,33.0,10.46,10,Rain
2034-09-03,STORE-37,PROD-38,Electronics,29.0,381.0,0,Extreme Heat
2034-09-04,STORE-44,PROD-96,Electronics,43.0,492.75,10,None
2034-09-05,STORE-47,PROD-115,Furniture,49.0,406.86,10,Snow
2034-09-06,STORE-8,PROD-139,Electronics,36.0,235.5,0,Extreme Heat
2034-09-07,STORE-15,PROD-42,Grocery,44.0,452.85,10,Snow
2034-09-08,STORE-48,PROD-137,Electronics,10.0,210.83,10,None
2034-09-09,STORE-33,PROD-78,Grocery,31.0,267.22,5,None
2034-09-10,STORE-1,PROD-32,Clothing,6.0,243.79,5,Snow
2034-09-11,STORE-3,PROD-7,Clothing,1.0,229.34,0,Snow
2034-09-12,STORE-1,PROD-104,Clothing,7.0,389.84,0,Rain
2034-09-13,STORE-16,PROD-128,Clothing,27.0,268.12,10,Snow
2034-09-14,STORE-3,PROD-197,Electronics,21.0,165.19,20,Snow
2034-09-15,STORE-31,PROD-38,Furniture,28.0,136.5,0,Rain
2034-09-16,STORE-24,PROD-118,Electronics,16.0,28.5,10,Extreme Heat
